Land;Hochschule;Fakultät;Stiftungsprofessur;Stifter;Fördersumme pro Jahr;Fördersumme insgesamt;Laufzeit;Startpunkt;Quelle;Alternativname;Status
Niedersachsen;Universität Oldenburg;Department für Wirtschafts- und Rechtswissenschaften;Entrepreneurship;Nordmetall;;;;;;;
Niedersachsen;Universität Oldenburg;Department für Wirtschafts- und Rechtswissenschaften;Entrepreneurship;Der kleine Kreis;;;;;;;
Niedersachsen;Universität Oldenburg;Department für Wirtschafts- und Rechtswissenschaften;Entrepreneurship;Oldenburgische Industrie- und Handelskammer;;;;;;;
Niedersachsen;Universität Oldenburg;;Marine Biodiversität;Senckenberg-Gesellschaft für Naturforschung;k.A.;;unbefristet;2002;;;
Niedersachsen;Universität Oldenburg;;Medizinische Strahlenphysik;Pius-Hospital Oldenburg;280000;;unbefristet;2011;;;
Niedersachsen;Universität Oldenburg;;ökonomische Bildung;Der kleine Kreis;;;5 Jahre;2008;;;
Niedersachsen;Universität Oldenburg;;ökonomische Bildung;Nord-West-Metall;;;5 Jahre;2008;;;
Niedersachsen;Universität Oldenburg;;ökonomische Bildung;OLB-Stiftung;;;5 Jahre;2008;;;
Niedersachsen;Universität Oldenburg;;ökonomische Bildung;VIEROL AG;;;5 Jahre;2008;;;
Niedersachsen;Universität Oldenburg;Physik;Windenergiesysteme;EWE;;;10 Jahre;2010;;;
Niedersachsen;Universität Oldenburg;Physik;Windenergiesysteme;EnBW;;;;;;;
Niedersachsen;Universität Oldenburg;;Slavistische Literaturwissenschaft;Stifterverband;;;6 Jahre;2007;;;
Niedersachsen;Universität Osnabrück;Rechtswissenschaften;Chinesisches Recht;Sievert;;450000;5 Jahre;2014;;;
Niedersachsen;Universität Osnabrück;;Verteilte Systeme;Harting;;;5 Jahre;2012;;;
Niedersachsen;Universität Osnabrück;;Verteilte Systeme;Stifterverband für die Deutsche Wissenschaft;;;;;;;
Niedersachsen;Universität Osnabrück;;Verteilte Systeme;Espelkamp;;;;;;;
Niedersachsen;Universität Osnabrück;;Unternehmensführung und Unternehmensrechnung;Hinrich W. Risken;;;5 Jahre;2013;;;
Niedersachsen;Universität Osnabrück;;Archäologie der Römischen Provinzen;Varus Gesellschaft;;;6 Jahre;2010;;;
Niedersachsen;Universität Vechta;;Soziale Arbeit und Ethik;Bischöflich-Münstersches Offizialat, Vechta;90000;;10 Jahre;2006;;;
Niedersachsen;Universität Vechta;;Sozialpädagogische Familienwissenschaften;Welker-Stiftung;W2-Professur;;5 Jahre;2014;;;
Niedersachsen;Hochschule Ostfalia (Braunschweig/Wolfenbüttel) (FH);;Fahrzeug-Service und Kundenbetreuung;Volkswagen;;;5 Jahre;2008;;VW AG;
Niedersachsen;Hochschule Ostfalia (Braunschweig/Wolfenbüttel) (FH);;Entrepreneurship und Unternehmensgründung;Nord LB;;;5 Jahre;2009;;;
Niedersachsen;Hochschule Hannover (FH);;Abfülltechnologie und -logistik;SIG Combibloc GmbH;;;3 Jahre;2008;;;
Niedersachsen;Hochschule Hildesheim/Holzminden/Göttingen (FH);;Entrepreneurship und Unternehmensgründung;Sparkasse Hildesheim;70000;;5 Jahre;2014;;;
Niedersachsen;Hochschule Hildesheim/Holzminden/Göttingen (FH);;Familienunternehmen und Unternehmensgründung;Arwed Löseke Papierverarbeitung und Druckerei GmbH;70000;;7 Jahre;2005;;;
Niedersachsen;Hochschule Hildesheim/Holzminden/Göttingen (FH);;Gebäudetechnik;Stiebel Eltron;;;7 Jahre;2010;;;
Niedersachsen;Hochschule Emden/Leer (FH);Seefahrt;Betriebswirtschaftslehre;Reedereigemeinschaft Ems-Achse GmbH & Co KG;285850,01;;13 Jahre;2005;;;
Niedersachsen;Hochschule Emden/Leer (FH);Seefahrt;Maschinenbau;Reedereigemeinschaft Ems-Achse GmbH & Co KG;;;13 Jahre;2005;;;
Niedersachsen;Hochschule Emden/Leer (FH);Seefahrt;Umwelttechnik;Reedereigemeinschaft Ems-Achse GmbH & Co KG;;;13 Jahre;2005;;;
Niedersachsen;Hochschule Wilhelmshaven/Oldenburg/Elsfleth (FH);;Technischer Schiffsbetrieb und Mathematik;Beluga Shipping GmbH;;;10 Jahre;2007;;;
Niedersachsen;Hochschule Wilhelmshaven/Oldenburg/Elsfleth (FH);;Ladungstechnik und Umweltschutz;Beluga Shipping GmbH;;;10 Jahre;2008;;;
Niedersachsen;Hochschule Wilhelmshaven/Oldenburg/Elsfleth (FH);;Transportmanagement;Dr. Carl Behrmann Gedächtnisstiftung;;;2 Jahre;2010;;;
Niedersachsen;Hochschule Wilhelmshaven/Oldenburg/Elsfleth (FH);;Handelsmanagement und E-Commerce;Gertrud und Hellmut Barthel-Stiftung;;;2 Jahre;2010;;;
Niedersachsen;Hochschule Wilhelmshaven/Oldenburg/Elsfleth (FH);;Allgemeine Betriebswirtschaftslehre, insbesondere Versicherung-, Bank- und Kreditwirtschaft;Landessparkasse zu Oldenburg;;;5 Jahre;2012;;;
Niedersachsen;Hochschule Wilhelmshaven/Oldenburg/Elsfleth (FH);;Allgemeine Betriebswirtschaftslehre, insbesondere Versicherung-, Bank- und Kreditwirtschaft;öffentliche Versicherungen Oldenburg;;;;;;;
Niedersachsen;Hochschule Wilhelmshaven/Oldenburg/Elsfleth (FH);;Allgemeine Betriebswirtschaftslehre, insbesondere Versicherung-, Bank- und Kreditwirtschaft;Oldenburgische Landesbank;;;;;;;
Niedersachsen;Universität Göttingen (ohne Klinikum);Ostasiatisches Seminar;Stiftungsprofessur Modernes China mit Schwerpunkt auf globalhistorischen Perspektiven;Volkswagen;300000;;8 Jahre;2014;;;
Niedersachsen;Universität Göttingen (ohne Klinikum);;Gesellschaft und Wirtschaft des modernen China;Voksrepublik China;60000;;6 Jahre;2009;;;
Niedersachsen;Universität Göttingen (ohne Klinikum);;Fachdidaktik des Chinesischen als Fremdsprache ;Voksrepublik China;120000;;6 Jahre;2009;;;
Niedersachsen;Universität Göttingen (ohne Klinikum);;Ostasienwissenschaft/China;KWS;;;5 Jahre;2009;;;
Niedersachsen;Universität Göttingen (ohne Klinikum);;Ostasienwissenschaft/China;Sparkasse Göttingen;;;;;;;
Niedersachsen;Universität Göttingen (ohne Klinikum);;Ostasienwissenschaft/China;Nord LB;;;;;;;
Niedersachsen;Universität Göttingen (ohne Klinikum);;Ostasienwissenschaft/China;Sievert;;;;;;;
Niedersachsen;Universität Göttingen (ohne Klinikum);;Ostasienwissenschaft/China;Thimm Holding GmbH & Co. KG;;;;;;;
Niedersachsen;Universität Göttingen (ohne Klinikum);;öffentliches Recht mit dem Schwerpunkt Kirchen- und Staatskirchenrecht;Evangelische Kirche Deutschland (EKD);;;unbefristet;2008;;;
Niedersachsen;Universität Göttingen (Klinikum);;Kognitive Neurologie;Hermann und Lilly Schilling Stiftung;;;5 Jahre;2011;;;
Niedersachsen;Tierärztliche Hochschule Hannover;;Veterinärmedizinische Dermatopharmakologie;Bayer;;;5 Jahre;2008;;Bayer Health Care AG;
Niedersachsen;Tierärztliche Hochschule Hannover;;Lebensmittelsicherheit in der Lebensmittelkette;Lohmann Animal Health GmbH & Co. KG;;;5 Jahre;2012;;;
Niedersachsen;Universität Hildesheim;;Neurobiologische Grundlage des Lernens;Carsten Maschmeyer;;;6 Jahre;2008;;;
Niedersachsen;Universität Hildesheim;;Klinische Psychologie;Klinikum Hildesheim GmbH;;;5 Jahre;2011;;;
Niedersachsen;Universität Hildesheim;;Klinische Psychologie;Ameos Klinikum Hildesheim;;;5 Jahre;2011;;;
Niedersachsen;Universität Hildesheim;;Wirtschaftsinformatik;Anwed Löseke Papierverwaltung und Druckerei GmbH;;;5 Jahre;2006;;;
Niedersachsen;Universität Hildesheim;;Kunstvermittlung;VGH Stiftung und Sparkasse Hildesheim;;;3 Jahre;2010;;;
Niedersachsen;Leuphana Universität Lüneburg;Wirtschaftswissenschaften;Existenzgründung ;Sparkasse Lüneburg;k.A.;;5 jahre;2002;;;
Niedersachsen;Leuphana Universität Lüneburg;Wirtschaftswissenschaften;Strategisches Management;Otto Gruppe;k.A.;;5 jahre;2008;;;
Niedersachsen;Leuphana Universität Lüneburg;Wirtschaftswissenschaften;Integrated Financial Risk Management;Nord LB;66.000 + Ausstattung;;5 Jahre;2011;;;
Niedersachsen;Leuphana Universität Lüneburg;Institut für Geschichtswissenschaften und literarische Kulturen;Mediengeschichte und kritische Publizistik;S. Fischer Stiftung, Berlin ;66.000 + Ausstattung;;5 Jahre;2014;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Rechts- und Wirtschaftswissenschaften;Stiftungsprofessur für Rechtsinformatik;juris-GmbH ;100000;;5 Jahre;2014;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Rechts- und Wirtschaftswissenschaften;BWL, insbes. Management des Gesundheitswesens;Kohl Medical;k.A.;;5 Jahre;2011;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Molekulare Sinnesphysiologie;;;;bis 6/2016;;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Klinische und Experimentelle Interventionelle Kardiologie;Stifterverband für die Deutsche Wissenschaft ;k.A.;;10 Jahre;2007;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Experimentelle Pneumologie und Allergologie;Stiftung Bergmannshilfswerk Luisenthal;k.A.;;5 Jahre;2011;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Experimentelle Ophthalmologie;Abbott GmbH & Co. KG;k.A.;;7 Jahre;2011;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Pädiatrische Onkologie und Hämatologie;;;;5 Jahre;2009;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Experimentelle Orthopädie;;;;5 Jahre;2009;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Neuropathologie;;;;5 Jahre;;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;"Heisenberg-Professur ""Kardiovaskuläre Physiologie und Bioenergetik""";Deutsche Forschungsgemeinschaft;k.A.;;3 Jahre;2012;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Forschungsprofessur ;Novo Nordisk Pharma;k.A.;;5 Jahre;2011;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Allgemeinmedizin;KV Saar;k.A.;;10 Jahre;2014;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;Medizin;Nachhaltige Entwicklung;;;;5 Jahre;2010;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;;Informatik - Künstliche Intelligenz im Handel;;;;abgelaufen;;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;;Mikrointegration und Zuverlässigkeit;;;;keine Laufzeit;;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;;Unkonventionelle Aktorik;;;;keine Laufzeit;;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;;Stiftungsprofesur für Antriebstechnik;;;;5 Jahre;2011;;;
Saarland;Universität des Saarlandes Saarbrücken in Saarbrücken;;Metallurgie;;;;;;;;
Saarland;Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken;;Biomedizinische Technik;Fraunhofer-Gesellschaft;k.A.;;unbefristet;2004;;;
Saarland;Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken;;Konstruktion;ZeMA;k.A.;;unbefristet;2012;;;
Saarland;Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken;;Mechatronische Konstruktion   ;ZeMA;;;3 Jahre;;;;
Saarland;Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken;;Fliudmechatronik;ZeMA;;;3 Jahre;;;;
Saarland;Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken;;Quality Control and Maintenance;Fraunhofer-Gesellschaft;k.A.;;unbefristet;2011;;;
Saarland;Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken;;Windenergietechnik;VENSYS AG;k.A.;;5 Jahre;2012;;;
Saarland;Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken;;Windenergietechnik;Goldwind GmbH;;;;;;;
Bayern;Hochschule Kempten;Elektrotechnik;Fahrerassistenzsysteme;Continental;;;5 Jahre;2014;;;
Bayern;Hochschule Kempten;Elektrotechnik;Logistik und Unternehmensentwicklung;Dachser GmbH & Co. KG;;;5 Jahre, um 5 Jahre verlängert;2006;;;
Bayern;Kath. Universität Eichstätt-Ingolstadt;;Angewandte Physische Geographie;Ertomis;;;5 Jahre;2005;;;
Bayern;Kath. Universität Eichstätt-Ingolstadt;;Tourismus ;Regionale Firmen;;;5 Jahre;2003;;;
Bayern;Kath. Universität Eichstätt-Ingolstadt;;Qualitätsentwicklung und Evaluation in Einrichtungen des Gesundheits- und Sozialbereichs;Klinik Kipfenberg;;;5 Jahre;2004;;;angefragt
Bayern;Kath. Universität Eichstätt-Ingolstadt;Philosophisch-Pädagogischen Fakultät;Bioethik;;k.A.;;5 Jahre;2013;;;angefragt
Bayern;Universität Augsburg;BWL;Lehrstuhl für Umweltmanagement;Georg Haindl Wissenschaftsstiftung;;2600000;unbefristet;2000;;;
Bayern;Universität Augsburg;Katholisch-Theologischen Fakultät;Theologie des geistlichen Lebens;Stiftung Theologie des geistlichen Lebens;;;;2012;;;
Bayern;Universität Augsburg;;Finanzcontrolling;DekaBank;300000;;unbefristet;2008;;;
Bayern;Hochschule Augsburg;Maschinenbau;Professur für Mechatronik;Firmenkonsortium (~20 Firmen) aus dem Landkreis Donau-Ries;;600000;6 Jahre;2008;;;
Bayern;Hochschule Augsburg;Maschinenbau;Professur für Mechatronik;Firmenkonsortium (~20 Firmen) aus dem Landkreis Donau-Ries;;300000;6 Jahre;2014;;;
Bayern;Hochschule Augsburg;Maschinenbau;Professur für Mechatronik;Firmenkonsortium (~20 Firmen) aus dem Landkreis Donau-Ries;;600000;6 Jahre;2014;;;
Bayern;Hochschule Amberg-Weiden;;Integrierte Logistiksysteme;Stiftung Winkler;;450000;5 Jahre;;;;
Bayern;Hochschule Amberg-Weiden;Wirtschaftsingenieurwesen ;Internationales Marketing und Unternehmensführung;Maria-Seltmann-Stiftung;52585;525850;10 Jahre;2006;;;
Bayern;Hochschule Amberg-Weiden;;Instandhaltungs- und Servicemanagement;BHS Corrugated GmbH;;450000;ausgelaufen;;;;
Bayern;Hochschule Amberg-Weiden;;Fertigungstechnologien für die Medizintechnik;Gerresheimer Regensburg GmbH;;450000;ausgelaufen;;;;
Bayern;Hochschule Amberg-Weiden;;Fertigungstechnologien für die Medizintechnik;IMA Automation Amberg GmbH;;;ausgelaufen;;;;
Bayern;Hochschule Aschaffenburg;;Ressourceneffiziente Konstruktion von Produkten sowie ingenieurwissenschaftliche Grundlagen;N.N.;100000;;5 Jahre;2014;;;
Bayern;Universität München (ohne Klinikum);;Experimentalphysik;Siemens;;;unbefristet;2006;;;
Bayern;Universität München (ohne Klinikum);;Managementausbildung;Dr. Rochus Mummert;;;15 Jahren;;;;
Bayern;Universität München (ohne Klinikum);;Altägyptische Kulturgeschichte in ptolemäisch-römischer Zeit;Deutsche Forschungsgemeinschaft;;;5 Jahre;2011;;;
Bayern;Universität München (ohne Klinikum);;Fernerkundung;Deutsches Zentrum für Luft- und Raumfahrt;;;25 Jahre;2001;;;
Bayern;Universität München (ohne Klinikum);;Chemische Technologie der Materialsynthese;Fraunhofer-Gesellschaft;;;unbegrenzt;2006;;;
Bayern;Universität München (ohne Klinikum);;Polymere Funktionswerkstoffe;Fördergemeinschaft für das Süddeutsche Kunststoffzentrum e.V.;;;5 Jahre;2012;;;
Bayern;Universität München (ohne Klinikum);;Röntgenmikroskopie;Fraunhofer-Gesellschaft;;;5 Jahre;2010;;;
Bayern;Universität München (Klinikum);;Experimentelle und klinisch zelluläre Therapie;Elterninitiative leukämie und tumorkranker Kinder Würzburg e.V.;;;5 Jahre;2009;;;
Bayern;Universität München (Klinikum);;Molekularbiologie des Zellwachstums;Deutsche Forschungsgemeinschaft;;;5 Jahre;2009;;;
Bayern;Universität München (Klinikum);;Klinische Infektiologie mit Schwerpunkt Mykologie;Astellas Pharma;;;1 Jahr;2013;;;
Bayern;Universität München (Klinikum);;Strukturbiologie;Deutsche Forschungsgemeinschaft;;;11 Jahre;2002;;;
Bayern;Universität München (Klinikum);;Mikroskopie;Deutsche Forschungsgemeinschaft;;;11 Jahre;2002;;;
Bayern;Universität München (Klinikum);;Protein-Massenspektrometrie;Deutsche Forschungsgemeinschaft;;;11 Jahre;2002;;;
Bayern;Universität München (Klinikum);;Experimentelle Biomedizin und Dermatologie;Deutsche Forschungsgemeinschaft;;;10 Jahre;2003;;;
Bayern;Universität München (Klinikum);;Dermatologie und Experimentelle Biomedizin mit dem Schwerpunkt Molekulare Entzündungsbiologie der Haut;Deutsche Forschungsgemeinschaft;;;10 Jahre;2003;;;
Bayern;Universität München (Klinikum);;Experimentelle Biomedizin, Schwerpunkt Biophysik von Membranproteinen;Deutsche Forschungsgemeinschaft;;;10 Jahre;2003;;;
Bayern;Universität München (Klinikum);;Schwerpunkt Molekulare Neurobiologie/Neuroimaging;Deutsche Forschungsgemeinschaft;;;10 Jahre;2003;;;
Bayern;Universität München (Klinikum);;Biochemie/Strukturbiologie;Deutsche Forschungsgemeinschaft;;;8 Jahre;2005;;;
Bayern;Universität München (Klinikum);;Molekulare und zelluläre Bildgebung;Bundesministerium für Bildung und Forschung;;;5 Jahre;2010;;;
Bayern;Universität München (Klinikum);;Kardiovaskuläre Genetik;Bundesministerium für Bildung und Forschung;;;5 Jahre;2010;;;
Bayern;Universität München (Klinikum);;Translationale Forschung;Bundesministerium für Bildung und Forschung;;;5 Jahre;2010;;;
Bayern;Universität München (Klinikum);;Translationale Forschung (zweite Professur);Bundesministerium für Bildung und Forschung;;;5 Jahre;2010;;;
Bayern;Universität München (Klinikum);;Epidemiologie der Herzinsuffizienz;Bundesministerium für Bildung und Forschung;;;5 Jahre;2010;;;
Bayern;Universität München (Klinikum);;Parodontale Entzündungen und Herzinsuffizienz;Bundesministerium für Bildung und Forschung;;;5 Jahre;2010;;;
Bayern;Kath. Stiftungs FH München in München;;Soziale Arbeit in Palliative Care;Stadtsparkasse München;k.A.;;5 Jahre;2008;;;
Bayern;Kath. Stiftungs FH München in München;;Gerontologische Pflege;Josef und Luise Kraft-Stiftung;100000;500000;5 Jahre;2009;;;
Bayern;Universität Passau;;Informatik mit Schwerpunkt Programmierung;Deutsche Forschungsgemeinschaft;;337300;3 Jahre;2013;;;
Bayern;Technische Hochschule Nürnberg Georg Simon Ohm;Elektrotechnik Feinwerktechnik Informationstechnik;Automatisierungstechnik/Mechatronik;Baumüller;k.A.;;5 Jahre;2010;;;
Bayern;Technische Hochschule Nürnberg Georg Simon Ohm;Elektrotechnik Feinwerktechnik Informationstechnik;Automatisierungstechnik/Mechatronik;Continental;;;;;;;
Bayern;Technische Hochschule Nürnberg Georg Simon Ohm;Elektrotechnik Feinwerktechnik Informationstechnik;Automatisierungstechnik/Mechatronik;Isyst Intelligente Systeme;;;;;;;
Bayern;Technische Hochschule Nürnberg Georg Simon Ohm;Elektrotechnik Feinwerktechnik Informationstechnik;Automatisierungstechnik/Mechatronik;Siemens;;;;;;Siemens AG Healthcare;
Bayern;Technische Hochschule Nürnberg Georg Simon Ohm;;Gesundheitsökonomie ;Bionorica AG;k.A.;;7 Jahre;2007;;;
Bayern;Technische Hochschule Nürnberg Georg Simon Ohm;Elektrotechnik Feinwerktechnik Informationstechnik;Energietechnik;N-ERGIE AG;100000;;5 Jahre;2013;;;
Bayern;Hochschule Coburg;;Versicherungsbetriebslehre und wirtschaftswissenschaftliche Grundlagenfächer;HUK Coburg;114000;;5 Jahre;2013;;;
Bayern;Hochschule Coburg;Maschinenbau und Automobiltechnik;Entwicklung und Auslegung moderner Werkzeugmaschinen;KAPP GmbH;70000;;5 Jahre;noch nicht besetzt;;;
Bayern;Hochschule Coburg;Maschinenbau und Automobiltechnik;Entwicklung und Auslegung moderner Werkzeugmaschinen;LASCO Umformtechnik GmbH;;;;;;;
Bayern;Hochschule Coburg;Maschinenbau und Automobiltechnik;Entwicklung und Auslegung moderner Werkzeugmaschinen;Werkzeugmaschinenfabrik Waldrich;;;;;;;
Bayern;Kath. Stiftungs FH München in München;;Glas- und Fassadenbau;GT Bischoff Glastechnik AG;;;5 Jahre;2012;;;
Bayern;Kath. Stiftungs FH München in München;;Glas- und Fassadenbau;Josef Gartner GmbH & Co. KG;;;;;;;
Bayern;Kath. Stiftungs FH München in München;;Glas- und Fassadenbau;Interpane Glasgesellschaft mbH;;;;;;;
Bayern;Kath. Stiftungs FH München in München;;Glas- und Fassadenbau;Seele GmbH;;;;;;;
Bayern;Kath. Stiftungs FH München in München;;Glas- und Fassadenbau;Sika Deutschland GmbH;;;;;;;
Bayern;Kath. Stiftungs FH München in München;;Paper Technology;Voith;;;5 Jahre;2010;;;
Bayern;Kath. Stiftungs FH München in München;;Licht und Gesundheit;ZVEI - Zentralverband Elektrotechnik- und Elektroindustrie e.V.;;;4 Jahre;2013;;;
Bayern;Kath. Stiftungs FH München in München;;Konstruktion, Werkstofftechnik mit Schwerpunkt Dichtungstechnik;Burgmann Industries GmbH & Co. KG;;;5 Jahre;2008;;;
Bayern;Universität Regensburg (ohne Klinikum);;Volkswirtschaftslehre insbesondere Arbeitsmarktforschung ;;;;;;;;
Bayern;Universität Regensburg (ohne Klinikum);;Empirische Wirtschaftsforschung insbesondere Makroökonometrie und Arbeitsmarkt;;;;;;;;
Bayern;Universität Regensburg (ohne Klinikum);;Volkswirtschaftslehre, insbesondere Außenhandel und Wirtschaftliche Entwicklung in Mittel- und Osteuropa;;;;;;;;
Bayern;Universität Regensburg (ohne Klinikum);;Immobilienökologie;;;;;;;;
Bayern;Universität Regensburg (ohne Klinikum);;Theoretische Physik (Forschungszentrum Jülich);;;;;;;;
Bayern;Universität Regensburg (Klinikum);Lehrstuhl für Kinder- und Jugendpsychiatrie;Kinder- und Jugendpsychiatrie;medbo (Medizinische Einrichtungen des Bezirks Oberpfalz);210000;;6 Jahre;2015;;;
Bayern;Universität Regensburg (Klinikum);;Kinderchirurgie;;k.A.;;;;;;
Bayern;Universität Regensburg (Klinikum);;Neonatologie;;k.A.;;;;;;
Bayern;Universität Regensburg (Klinikum);;Innere Medizin mit dem Schwerpunkt Nephrologie/Nierentransplantation;;k.A.;;;;;;
Bayern;Universität Regensburg (Klinikum);;Unfallchirurgie (Schwerpunkt Regenerative Gelenkchirurgie) ;;k.A.;;;;;;
Bayern;Universität Regensburg (Klinikum);;Experimentelle Hepatologie;;k.A.;;;;;;
Bayern;Universität Regensburg (Klinikum);;Angewandte Bewusstseinswissenschaft in der psychosomatischen Medizin;Heiligenfeld Kliniken;k.A.;;;;;;
Bayern;Universität Regensburg (Klinikum);Institut für Humangenetik;Netzhautforschung;Pro Retina-Stiftung;k.A.;;;2010;;;
Bayern;Universität Regensburg (Klinikum);;Hämatologie (Stammzelltransplantation);;;;;;;;
Bayern;Universität Regensburg (Klinikum);;"Heisenberg-Stiftungsprofessur ""Chronische Immunpathologie""";;k.A.;;;;;;
Bayern;Universität Regensburg (Klinikum);;"Heisenberg-Stiftungsprofessur ""Organische Chemie""";;k.A.;;;;;;
Bayern;Universität Regensburg (Klinikum);;Innere Medizin mit Schwerpunkt Schlaf- und Beatmungsmedizin ;;;;;;;;
Bayern;Universität Regensburg (Klinikum);;Klinische Neurowissenschaften;;;;;2013;;;
Bayern;Universität Regensburg (Klinikum);;Neuro-Onkologie;Wilhelm Sander-Stiftung ;85000;;5 Jahre;2012;;;
Bayern;Universität München (ohne Klinikum);;Angewandte Mathematik (Quantitative Financial Mathematics);Allianz;;;5 Jahre;2012;;Allianz Investment Management SE;
Bayern;Universität München (ohne Klinikum);;Strategie, Technologie und Organisation;Deutsche Telekom;;;7 Jahre;2006;;Deutsche Telekom Stiftung;
Bayern;Universität München (ohne Klinikum);;Erfindungsprozesse und Intellektuelles Eigentum;Hans-Sauer-Stiftung;;;5 Jahre;2011;;;
Bayern;Universität München (ohne Klinikum);;Tibetologie und Buddhismuskunde;TARA-Stiftung;;;unbefristet;2003;;;
Bayern;Universität München (ohne Klinikum);;Neueste Geschichte;Stiftung zur wissenschaftlichen Erforschung der Zeitgeschichte [Institut für Zeitgeschichte München (IfZ)];;;;2011;;;
Bayern;Universität München (ohne Klinikum);;Betriebswirtschaftslehre mit dem Schwerpunkt Personalwirtschaft;Verband der Bayerischen Metall- und Elektroindustrie e.V.;;;;2009;;;
Bayern;Universität München (ohne Klinikum);;Volkswirtschaftslehre, insbesondere Bildungsökonomie;ifo Institut für Wirtschaftsforschung e.V.;;;;2006;;;
Bayern;Universität München (ohne Klinikum);;Volkswirtschaftslehre, insbesondere Makroökonomie und Konjunkturforschung;ifo Institut für Wirtschaftsforschung e.V.;;;;2007;;;
Bayern;Universität München (ohne Klinikum);;Volkswirtschaftslehre, insbesondere Sozialpolitik und Arbeitsmärkte;ifo Institut für Wirtschaftsforschung e.V.;;;;2010;;;
Bayern;Universität München (ohne Klinikum);;Volkswirtschaftslehre, insbesondere vergleichende Institutionenökonomik;ifo Institut für Wirtschaftsforschung e.V.;;;;2010;;;
Bayern;Universität München (ohne Klinikum);;Volkswirtschaftslehre, insbesondere reale und monetäre Außenwirtschaft    ;ifo Institut für Wirtschaftsforschung e.V.;;;;2011;;;
Bayern;Universität München (ohne Klinikum);;Moraltheologie unter besonderer Berücksichtigung der Moralpsychologie;Stifterverband für die Deutsche Wissenschaft;;;3 ahre;2014;;;
Bayern;Universität München (ohne Klinikum);;Volkswirtschaftslehre, insbesondere Empirische Innovationsökonomik;ifo Institut für Wirtschaftsforschung e.V.;;;5 Jahre;2011;;;
Bayern;Universität München (ohne Klinikum);;Statistik mit dem Schwerpunkt Social Surveys und Arbeitsmarktforschung  ;Bundesagentur für Arbeit;;;6 Jahre;2010;;;
Bayern;Universität München (ohne Klinikum);;Physik der Atmosphäre;Deutsches Zentrum für Luft- und Raumfahrt;;;;2012;;;
Bayern;Universität München (ohne Klinikum);;Experimentelle Aerophysik;Deutsches Zentrum für Luft- und Raumfahrt;;;6 Jahre;2011;;;
Bayern;Universität München (ohne Klinikum);;Bioinformatik;Helmholtz Zentrum München;;;;2006;;;
Bayern;Universität München (ohne Klinikum);;Arbeitsrecht und Bürgerliches Recht;Stiftung für Arbeitsbeziehungen und Arbeitsrecht (StAR);;;;2006;;;
Bayern;Universität München (ohne Klinikum);;Arbeitsrecht, Arbeitsrechtsvergleichung und Bürgerliches Recht;Stiftung für Arbeitsbeziehungen und Arbeitsrecht (StAR);;;;2006;;;
Bayern;Universität München (ohne Klinikum);;Sozialrecht, Arbeitsrecht und Bürgerliches Recht;Stiftung für Arbeitsbeziehungen und Arbeitsrecht (StAR);;;;2009;;;
Bayern;Universität München (Klinikum);;Kinderpalliativmedizin;Alfried Krupp von Bohlen und Halbach-Stiftung;;;4 Jahre;2009;;;
Bayern;Universität München (Klinikum);;Spiritual Care;Stifterverband für die Deutsche Wissenschaft;;;5 Jahre;2010;;;
Bayern;Universität München (Klinikum);;Klinische Pneumologie;Asklepios Fachkliniken GmbH;;;;2013;;;
Bayern;Universität München (Klinikum);;Epidemiologie von Schwindel-,Gleichgewichts- und Okulmotorikstörungen;Bundesministerium für Bildung und Forschung;;;5 Jahre;2012;;;
Bayern;Universität München (Klinikum);;Dermatologie und Allergologie mit Schwerpunkt dermatologische Onkologie;Galderma Laboratorium GmbH;;;5 Jahre;2008;;;
Bayern;Universität München (Klinikum);;Translationale Schlaganfall- und Demenzforschung;Stiftung zur Erforschung der vaskulären Demenz;;;;2010;;;
