Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;Quelle
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Max-Grünebaum-Stiftung;Geldleistung;Spende;32000;Theater-Projekt;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2010;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Struckmann Preisgeld;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2010;Vattenfall;Geldleistung;Spende;15000;Zuwendung Tagung SFB/TRR 37 Sonderforschungsbereich/Transregio;Vattenfall Europe Mining AG;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2010;Alfred Doderer-Winkler;Geldleistung;Spende;5750;Lehre/Forschung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2010;MLP AG;Dienst-/Sachleistung;Sponsoring;5600;Zusatzqualifikationsangebote;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;Holzhauer, Helmut, Dr.;Geldleistung;Spende;44000;Zweckgebundene Zuwendung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Struckmannpreis;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;Alfred Doderer-Winkler;Geldleistung;Spende;5750;Projektarbeit;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;Bilfinger Berger;Geldleistung;Spende;5400;Deutschlandstipendium;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;Bilfinger Berger;Geldleistung;Spende;5400;Deutschlandstipendium;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;Siemens;Geldleistung;Sponsoring;23800;Ausrichtung 20 Jahre BTU;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;LR Medienverlag und Druckerei GmbH;Dienst-/Sachleistung;Sponsoring;20000;Sonderveröffentlichung der LR zum 20. Jahrestag Brandenburgisch Technische Universität Cottbus;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;Förderverein der BTU Cottbus;Geldleistung;Spende;13025,8;Festschrift der BTU Cottbus;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;Kjellberg-Stiftung;Geldleistung;Spende;5400;Deutschlandstipendium;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2011;MLP AG;Dienst-/Sachleistung;Sponsoring;5600;Zusatzqualifikationsangebote;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2010-2011;Sparkasse Spree-Neiße;Geldleistung;;25000;Ausrichtung 20 Jahre BTU;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2010-2011;RBB;Dienst-/Sachleistung;;10000;Werbung Konzert 20. Jahrestag Brandenburgisch Technische Universität Cottbus;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Alfred Doderer-Winkler;Geldleistung;Spende;5750;Unterstützung des Forschungsprojektes Santiago de Compostela;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Kjellberg-Stiftung;Geldleistung;Spende;5400;Deutschlandstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Stiftung Mercator;Geldleistung;Spende;55000;Mittelabruf für Lehre, Forschung und Kommunikation im Bauwesen;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Dr. Richard Pyritz;Geldleistung;Spende;5400;Deutschlandstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Bilfinger Berger;Geldleistung;Spende;10800;Deutschlandstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;envia;Geldleistung;Spende;5400;Deutschlandstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Stiftung Mercator;Geldleistung;Spende;55000;Mittelabruf für Lehre, Forschung und Kommunikation im Bauwesen;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Deutsche Kreditbank;Geldleistung;Spende;5400;3 Deutschlandstipendien;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Wankel SuperTec GmbH;Geldleistung;Spende;7500;Matching Funds-Programm - Stibet- Doktorantenförderung für Hr. Marijan Mykhalyuk;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Kisters AG;Sachleistung;Spende;10000;2 gebrauchte Geräte (Liebert Hipulse USV und pentadyne Flywhell;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Siemens;Sachleistung;Spende;17339,08;e car Charcing;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Sparkasse Spree-Neiße;Geldleistung;Sponsoring;5000;Hochschulball 25.10.12;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2012;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Dr. Meyer-Struckmann Wissenschaftspreis;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Rohde Gruppe;Geldleistung;Spende;10000;Unterstützung BTU erhalten ;Rohde Familien Holding;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Alfred Doderer-Winkler;Geldleistung;Spende;5750;Forschungsprojekt Santiago de Compostela;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Dr. Richard Pyritz;Geldleistung;Spende;5400;Deutschlandstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Stiftung Mercator;Geldleistung;Spende;55000;Mittelabruf für Lehre, Forschung und Kommunikation im Bauwesen;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Kjellberg-Stiftung;Geldleistung;Spende;5400;Deutschlandstipendien;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Bilfinger Berger;Geldleistung;Spende;10800;Deutschlandstipendien;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Rohde Gruppe;Geldleistung;Spende;5000;Reisekosten für Hochfrequenz und Mikrowellentechnik;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Wankel SuperTec GmbH;Geldleistung;Spende;7500;Matching Fund-Programm;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Stiftung Mercator;Geldleistung;Spende;55000;Mittelabruf für Lehre, Forschung und Kommunikation im Bauwesen;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Deutsche Kreditbank;Geldleistung;Spende;5400;Deutschlandstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;AFA AG;Geldleistung;Spende;7000;Deutschlandstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Rohde Gruppe;Sachleistung;Spende;16980;Möbel und Geräte;Rohde Familien Holding;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Sparkasse Spree-Neiße;Geldleistung;Sponsoring;5000;Dies Academicus 11.06.13;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Sparkasse Spree-Neiße;Geldleistung;Sponsoring;6000;Hochschulball 24.10.13;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Dr. Meyer-Struckmann Wissenschaftspreis;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2013;MLP AG;Dienst-/Sachleistung;Sponsoring;5400;Zusatzqualifikationsangebote;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Investor Center Ostbrandenburg;Geldleistung;Spende;5000;Eröffnung Jakobsweg;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;ArcelorMittal;Geldleistung;Spende;18000;500 Jahre Europa Universität Viadrina;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Förderkreis EUV;Geldleistung;Spende;10000;500 Jahre Europa Universität Viadrina;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Sparkassen Stiftung;Geldleistung;Spende;20000;500 Jahre Europa Universität Viadrina;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;ASTA FFO;Geldleistung;Spende;6000;500 Jahre Europa Universität Viadrina;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Messe und Veranstaltungs GmbH;Geldleistung;Spende;5000;500 Jahre Europa Universität Viadrina;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Wohnbau und Wohnungs- wirtschaft;Geldleistung;Spende;10500;Stipendium;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Sparkasse Oder-Spree;Geldleistung;Sponsoring;5000;Druck Studienführer;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Messe und Veranstaltungs GmbH;Geldleistung;Spende;8836;UNITHEA;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Johannes Dauzenroth;Sachleistung;Schenkung;7456,5;Fachbücher;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Florian Felix Weyh Berlin;Sachleistung;Schenkung;6750;Fachbücher;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2006-2007;Der Tagesspiegel;Geldleistung;Sponsoring;26145,24;Chipkarten für Studenten und Mitarbeiter;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Marga und Kurt Möllgard-Stiftung;Geldleistung;Spende;5000;Sommeruni Kaliningrad;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;M. DuMont Schauburg Expedition;Geldleistung;Spende;5000;Projekt Medienrecht;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Westdeutsche Allgemeine Zeitung;Geldleistung;Spende;8000;Projekt Medienrecht;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Bahlsen;Geldleistung;Spende;7500;Projekt INTRAG;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Horst Görtz Stiftung;Geldleistung;Spende;24750;Projekt INTRAG;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;NSA AG;Geldleistung;Sponsoring;25000;Projekt INTRAG;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;International Academy;Geldleistung;Sponsoring;29750;Projekt INTRAG;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;IGBM Internationale Gesellschaft;Geldleistung;Spende;35000;Projekt INTRAG;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Biologische Heilmittel GmbH;Geldleistung;Sponsoring;50000;Projekt INTRAG;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Shimane Japan;Geldleistung;Sponsoring;70000;Projekt INTRAG;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;SpaceMed AG;Geldleistung;Sponsoring;72000;Projekt INTRAG;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Sparkasse Oder-Spree;Geldleistung;Spende;5000;Projekt Bewegte Stadt - Bewegte Zeit;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;ArcelorMittal;Geldleistung;Spende;5000;Stipendien;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Detjen-Stiftung;Geldleistung;Spende;5000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;W. Plaschke;Geldleistung;Spende;5000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;M. Patzelt;Geldleistung;Spende;5000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Ärzte KV;Geldleistung;Spende;5000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Autohaus Franz;Geldleistung;Spende;10000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Vulkan Energie;Geldleistung;Spende;10000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Becker & Armbrust GmbH;Geldleistung;Spende;10000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Elektro Jahn;Geldleistung;Spende;12000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Prof. Dr. Schwan;Geldleistung;Spende;20000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Sparkasse Oder-Spree;Geldleistung;Spende;40000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Qualifizierungszentrum d. W.;Geldleistung;Spende;90000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;G. Mebus-Pleugner;Geldleistung;Spende;100000;Vermögensstock;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Weltkugelstiftung;Geldleistung;Spende;5100;Stipendien;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Wohnungswirtschaft Frankfurt Oder;Geldleistung;Spende;5750;Stipendien;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Metro AG;Geldleistung;Spende;6000;Stipendien;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Mebus-Pleuger, Gabriella;Geldleistung;Spende;6000;Stipendien;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;FAZIT-Stiftung;Geldleistung;Spende;7200;Stipendien;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Marga und Kurt Möllgard-Stiftung;Geldleistung;Spende;33500;Stipendien;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Ludwig-Heidenhain-Stiftung;Geldleistung;Spende;60000;Stipendien;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Europa-Universität Viadrina Frankfurt (Oder);2008-2009;Dr. Inge Michler;Geldleistung;Schenkung;9660;Fachbücher;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
